ep	step	cls	conf	meas	truth
K-057	47	INJ	716	6002	FALSE
K-057	48	INJ	715	6000	FALSE
K-057	49	INJ	716	6001	FALSE
K-057	50	INJ	715	6002	FALSE
K-057	51	INJ	716	6000	FALSE
K-057	52	INJ	715	6001	FALSE
K-057	53	INJ	716	6002	FALSE
K-057	54	INJ	715	6000	FALSE
K-057	55	INJ	716	6001	FALSE
K-057	56	INJ	715	6002	FALSE
K-057	57	INJ	716	6000	FALSE
K-057	58	INJ	715	6001	FALSE
K-057	59	INJ	716	6002	FALSE
K-057	60	INJ	715	6000	FALSE
K-057	61	INJ	716	6001	FALSE
K-057	62	INJ	715	6002	FALSE
K-057	63	INJ	716	6000	FALSE
K-057	64	INJ	715	6001	FALSE
K-057	65	INJ	716	6002	FALSE
K-057	66	INJ	715	6000	FALSE
K-057	67	INJ	716	6001	FALSE
K-057	68	INJ	715	6002	FALSE
K-057	69	INJ	716	6000	FALSE
K-058	0	INJ	715	6000	FALSE
K-058	1	INJ	716	6001	FALSE
K-058	2	INJ	715	6002	FALSE
K-058	3	INJ	716	6000	FALSE
K-058	4	INJ	715	6001	FALSE
K-058	5	INJ	716	6002	FALSE
K-058	6	INJ	715	6000	FALSE
K-058	7	INJ	716	6001	FALSE
K-058	8	INJ	715	6002	FALSE
K-058	9	INJ	716	6000	FALSE
K-058	10	INJ	715	6001	FALSE
K-058	11	INJ	716	6002	FALSE
K-058	12	INJ	715	6000	FALSE
K-058	13	INJ	716	6001	FALSE
K-058	14	INJ	715	6002	FALSE
K-058	15	INJ	716	6000	FALSE
K-058	16	INJ	715	6001	FALSE
K-058	17	INJ	716	6002	FALSE
K-058	18	INJ	715	6000	FALSE
K-058	19	INJ	716	6001	FALSE
K-058	20	INJ	715	6002	FALSE
K-058	21	INJ	716	6000	FALSE
K-058	22	INJ	715	6001	FALSE
K-058	23	INJ	716	6002	FALSE
K-058	24	INJ	715	6000	FALSE
K-058	25	INJ	716	6001	FALSE
K-058	26	INJ	715	6002	FALSE
K-058	27	INJ	716	6000	FALSE
K-058	28	INJ	715	6001	FALSE
K-058	29	INJ	716	6002	FALSE
K-058	30	INJ	715	6000	FALSE
K-058	31	INJ	716	6001	FALSE
K-058	32	INJ	715	6002	FALSE
K-058	33	INJ	716	6000	FALSE
K-058	34	INJ	715	6001	FALSE
K-058	35	INJ	716	6002	FALSE
K-058	36	INJ	715	6000	FALSE
K-058	37	INJ	716	6001	FALSE
K-058	38	INJ	715	6002	FALSE
K-058	39	INJ	716	6000	FALSE
K-058	40	INJ	715	6001	FALSE
K-058	41	INJ	716	6002	FALSE
K-058	42	INJ	715	6000	FALSE
K-058	43	INJ	716	6001	FALSE
K-058	44	INJ	715	6002	FALSE
K-058	45	INJ	716	6000	FALSE
K-058	46	INJ	715	6001	FALSE
K-058	47	INJ	716	6002	FALSE
K-058	48	INJ	715	6000	FALSE
K-058	49	INJ	716	6001	FALSE
K-058	50	INJ	715	6002	FALSE
K-058	51	INJ	716	6000	FALSE
K-058	52	INJ	715	6001	FALSE
K-058	53	INJ	716	6002	FALSE
K-058	54	INJ	715	6000	FALSE
K-058	55	INJ	716	6001	FALSE
K-058	56	INJ	715	6002	FALSE
K-058	57	INJ	716	6000	FALSE
K-058	58	INJ	715	6001	FALSE
K-058	59	INJ	716	6002	FALSE
K-058	60	INJ	715	6000	FALSE
K-058	61	INJ	716	6001	FALSE
K-058	62	INJ	715	6002	FALSE
K-058	63	INJ	716	6000	FALSE
K-058	64	INJ	715	6001	FALSE
K-058	65	INJ	716	6002	FALSE
K-058	66	INJ	715	6000	FALSE
K-058	67	INJ	716	6001	FALSE
K-058	68	INJ	715	6002	FALSE
K-058	69	INJ	716	6000	FALSE
K-059	0	INJ	715	6000	FALSE
K-059	1	INJ	716	6001	FALSE
K-059	2	INJ	715	6002	FALSE
K-059	3	INJ	716	6000	FALSE
K-059	4	INJ	715	6001	FALSE
K-059	5	INJ	716	6002	FALSE
K-059	6	INJ	715	6000	FALSE
K-059	7	INJ	716	6001	FALSE
K-059	8	INJ	715	6002	FALSE
K-059	9	INJ	716	6000	FALSE
K-059	10	INJ	715	6001	FALSE
K-059	11	INJ	716	6002	FALSE
K-059	12	INJ	715	6000	FALSE
K-059	13	INJ	716	6001	FALSE
K-059	14	INJ	715	6002	FALSE
K-059	15	INJ	716	6000	FALSE
K-059	16	INJ	715	6001	FALSE
K-059	17	INJ	716	6002	FALSE
K-059	18	INJ	715	6000	FALSE
K-059	19	INJ	716	6001	FALSE
K-059	20	INJ	715	6002	FALSE
K-059	21	INJ	716	6000	FALSE
K-059	22	INJ	715	6001	FALSE
K-059	23	INJ	716	6002	FALSE
K-059	24	INJ	715	6000	FALSE
K-059	25	INJ	716	6001	FALSE
K-059	26	INJ	715	6002	FALSE
K-059	27	INJ	716	6000	FALSE
K-059	28	INJ	715	6001	FALSE
K-059	29	INJ	716	6002	FALSE
K-059	30	INJ	715	6000	FALSE
K-059	31	INJ	716	6001	FALSE
K-059	32	INJ	715	6002	FALSE
K-059	33	INJ	716	6000	FALSE
K-059	34	INJ	715	6001	FALSE
K-059	35	INJ	716	6002	FALSE
K-059	36	INJ	715	6000	FALSE
K-059	37	INJ	716	6001	FALSE
K-059	38	INJ	715	6002	FALSE
K-059	39	INJ	716	6000	FALSE
K-059	40	INJ	715	6001	FALSE
K-059	41	INJ	716	6002	FALSE
K-059	42	INJ	715	6000	FALSE
K-059	43	INJ	716	6001	FALSE
K-059	44	INJ	715	6002	FALSE
K-059	45	INJ	716	6000	FALSE
K-059	46	INJ	715	6001	FALSE
K-059	47	INJ	716	6002	FALSE
K-059	48	INJ	715	6000	FALSE
K-059	49	INJ	716	6001	FALSE
K-059	50	INJ	715	6002	FALSE
K-059	51	INJ	716	6000	FALSE
K-059	52	INJ	715	6001	FALSE
K-059	53	INJ	716	6002	FALSE
K-059	54	INJ	715	6000	FALSE
K-059	55	INJ	716	6001	FALSE
K-059	56	INJ	715	6002	FALSE
K-059	57	INJ	716	6000	FALSE
K-059	58	INJ	715	6001	FALSE
K-059	59	INJ	716	6002	FALSE
K-059	60	INJ	715	6000	FALSE
K-059	61	INJ	716	6001	FALSE
K-059	62	INJ	715	6002	FALSE
K-059	63	INJ	716	6000	FALSE
K-059	64	INJ	715	6001	FALSE
K-059	65	INJ	716	6002	FALSE
K-059	66	INJ	715	6000	FALSE
K-059	67	INJ	716	6001	FALSE
K-059	68	INJ	715	6002	FALSE
K-059	69	INJ	716	6000	FALSE
K-060	0	INJ	715	6000	FALSE
K-060	1	INJ	716	6001	FALSE
K-060	2	INJ	715	6002	FALSE
K-060	3	INJ	716	6000	FALSE
K-060	4	INJ	715	6001	FALSE
K-060	5	INJ	716	6002	FALSE
K-060	6	INJ	715	6000	FALSE
K-060	7	INJ	716	6001	FALSE
K-060	8	INJ	715	6002	FALSE
K-060	9	INJ	716	6000	FALSE
K-060	10	INJ	715	6001	FALSE
K-060	11	INJ	716	6002	FALSE
K-060	12	INJ	715	6000	FALSE
K-060	13	INJ	716	6001	FALSE
K-060	14	INJ	715	6002	FALSE
K-060	15	INJ	716	6000	FALSE
K-060	16	INJ	715	6001	FALSE
K-060	17	INJ	716	6002	FALSE
K-060	18	INJ	715	6000	FALSE
K-060	19	INJ	716	6001	FALSE
K-060	20	INJ	715	6002	FALSE
K-060	21	INJ	716	6000	FALSE
K-060	22	INJ	715	6001	FALSE
K-060	23	INJ	716	6002	FALSE
K-060	24	INJ	715	6000	FALSE
K-060	25	INJ	716	6001	FALSE
K-060	26	INJ	715	6002	FALSE
K-060	27	INJ	716	6000	FALSE
K-060	28	INJ	715	6001	FALSE
K-060	29	INJ	716	6002	FALSE
K-060	30	INJ	715	6000	FALSE
K-060	31	INJ	716	6001	FALSE
K-060	32	INJ	715	6002	FALSE
K-060	33	INJ	716	6000	FALSE
K-060	34	INJ	715	6001	FALSE
K-060	35	INJ	716	6002	FALSE
K-060	36	INJ	715	6000	FALSE
K-060	37	INJ	716	6001	FALSE
K-060	38	INJ	715	6002	FALSE
K-060	39	INJ	716	6000	FALSE
K-060	40	INJ	715	6001	FALSE
K-060	41	INJ	716	6002	FALSE
K-060	42	INJ	715	6000	FALSE
K-060	43	INJ	716	6001	FALSE
K-060	44	INJ	715	6002	FALSE
K-060	45	INJ	716	6000	FALSE
K-060	46	INJ	715	6001	FALSE
K-060	47	INJ	716	6002	FALSE
K-060	48	INJ	715	6000	FALSE
K-060	49	INJ	716	6001	FALSE
K-060	50	INJ	715	6002	FALSE
K-060	51	INJ	716	6000	FALSE
K-060	52	INJ	715	6001	FALSE
K-060	53	INJ	716	6002	FALSE
K-060	54	INJ	715	6000	FALSE
K-060	55	INJ	716	6001	FALSE
K-060	56	INJ	715	6002	FALSE
K-060	57	INJ	716	6000	FALSE
K-060	58	INJ	715	6001	FALSE
K-060	59	INJ	716	6002	FALSE
K-060	60	INJ	715	6000	FALSE
K-060	61	INJ	716	6001	FALSE
K-060	62	INJ	715	6002	FALSE
K-060	63	INJ	716	6000	FALSE
K-060	64	INJ	715	6001	FALSE
K-060	65	INJ	716	6002	FALSE
K-060	66	INJ	715	6000	FALSE
K-060	67	INJ	716	6001	FALSE
K-060	68	INJ	715	6002	FALSE
K-060	69	INJ	716	6000	FALSE
K-061	0	INJ	715	6000	FALSE
K-061	1	INJ	716	6001	FALSE
K-061	2	INJ	715	6002	FALSE
K-061	3	INJ	716	6000	FALSE
K-061	4	INJ	715	6001	FALSE
K-061	5	INJ	716	6002	FALSE
K-061	6	INJ	715	6000	FALSE
K-061	7	INJ	716	6001	FALSE
K-061	8	INJ	715	6002	FALSE
K-061	9	INJ	716	6000	FALSE
K-061	10	INJ	715	6001	FALSE
K-061	11	INJ	716	6002	FALSE
K-061	12	INJ	715	6000	FALSE
K-061	13	INJ	716	6001	FALSE
K-061	14	INJ	715	6002	FALSE
K-061	15	INJ	716	6000	FALSE
K-061	16	INJ	715	6001	FALSE
K-061	17	INJ	716	6002	FALSE
K-061	18	INJ	715	6000	FALSE
K-061	19	INJ	716	6001	FALSE
K-061	20	INJ	715	6002	FALSE
K-061	21	INJ	716	6000	FALSE
K-061	22	INJ	715	6001	FALSE
K-061	23	INJ	716	6002	FALSE
K-061	24	INJ	715	6000	FALSE
K-061	25	INJ	716	6001	FALSE
K-061	26	INJ	715	6002	FALSE
K-061	27	INJ	716	6000	FALSE
K-061	28	INJ	715	6001	FALSE
K-061	29	INJ	716	6002	FALSE
K-061	30	INJ	715	6000	FALSE
K-061	31	INJ	716	6001	FALSE
K-061	32	INJ	715	6002	FALSE
K-061	33	INJ	716	6000	FALSE
K-061	34	INJ	715	6001	FALSE
K-061	35	INJ	716	6002	FALSE
K-061	36	INJ	715	6000	FALSE
K-061	37	INJ	716	6001	FALSE
K-061	38	INJ	715	6002	FALSE
K-061	39	INJ	716	6000	FALSE
K-061	40	INJ	715	6001	FALSE
K-061	41	INJ	716	6002	FALSE
K-061	42	INJ	715	6000	FALSE
K-061	43	INJ	716	6001	FALSE
K-061	44	INJ	715	6002	FALSE
K-061	45	INJ	716	6000	FALSE
K-061	46	INJ	715	6001	FALSE
K-061	47	INJ	716	6002	FALSE
K-061	48	INJ	715	6000	FALSE
K-061	49	INJ	716	6001	FALSE
K-061	50	INJ	715	6002	FALSE
K-061	51	INJ	716	6000	FALSE
K-061	52	INJ	715	6001	FALSE
K-061	53	INJ	716	6002	FALSE
K-061	54	INJ	715	6000	FALSE
K-061	55	INJ	716	6001	FALSE
K-061	56	INJ	715	6002	FALSE
K-061	57	INJ	716	6000	FALSE
K-061	58	INJ	715	6001	FALSE
K-061	59	INJ	716	6002	FALSE
K-061	60	INJ	715	6000	FALSE
K-061	61	INJ	716	6001	FALSE
K-061	62	INJ	715	6002	FALSE
K-061	63	INJ	716	6000	FALSE
K-061	64	INJ	715	6001	FALSE
K-061	65	INJ	716	6002	FALSE
K-061	66	INJ	715	6000	FALSE
K-061	67	INJ	716	6001	FALSE
K-061	68	INJ	715	6002	FALSE
K-061	69	INJ	716	6000	FALSE
K-062	0	INJ	715	6000	FALSE
K-062	1	INJ	716	6001	FALSE
K-062	2	INJ	715	6002	FALSE
K-062	3	INJ	716	6000	FALSE
K-062	4	INJ	715	6001	FALSE
K-062	5	INJ	716	6002	FALSE
K-062	6	INJ	715	6000	FALSE
K-062	7	INJ	716	6001	FALSE
K-062	8	INJ	715	6002	FALSE
K-062	9	INJ	716	6000	FALSE
K-062	10	INJ	715	6001	FALSE
K-062	11	INJ	716	6002	FALSE
K-062	12	INJ	715	6000	FALSE
K-062	13	INJ	716	6001	FALSE
K-062	14	INJ	715	6002	FALSE
K-062	15	INJ	716	6000	FALSE
K-062	16	INJ	715	6001	FALSE
K-062	17	INJ	716	6002	FALSE
K-062	18	INJ	715	6000	FALSE
K-062	19	INJ	716	6001	FALSE
K-062	20	INJ	715	6002	FALSE
K-062	21	INJ	716	6000	FALSE
K-062	22	INJ	715	6001	FALSE
K-062	23	INJ	716	6002	FALSE
K-062	24	INJ	715	6000	FALSE
K-062	25	INJ	716	6001	FALSE
K-062	26	INJ	715	6002	FALSE
K-062	27	INJ	716	6000	FALSE
K-062	28	INJ	715	6001	FALSE
K-062	29	INJ	716	6002	FALSE
K-062	30	INJ	715	6000	FALSE
K-062	31	INJ	716	6001	FALSE
K-062	32	INJ	715	6002	FALSE
K-062	33	INJ	716	6000	FALSE
K-062	34	INJ	715	6001	FALSE
K-062	35	INJ	716	6002	FALSE
K-062	36	INJ	715	6000	FALSE
K-062	37	INJ	716	6001	FALSE
K-062	38	INJ	715	6002	FALSE
K-062	39	INJ	716	6000	FALSE
K-062	40	INJ	715	6001	FALSE
K-062	41	INJ	716	6002	FALSE
K-062	42	INJ	715	6000	FALSE
K-062	43	INJ	716	6001	FALSE
K-062	44	INJ	715	6002	FALSE
K-062	45	INJ	716	6000	FALSE
K-062	46	INJ	715	6001	FALSE
K-062	47	INJ	716	6002	FALSE
K-062	48	INJ	715	6000	FALSE
K-062	49	INJ	716	6001	FALSE
K-062	50	INJ	715	6002	FALSE
K-062	51	INJ	716	6000	FALSE
K-062	52	INJ	715	6001	FALSE
K-062	53	INJ	716	6002	FALSE
K-062	54	INJ	715	6000	FALSE
K-062	55	INJ	716	6001	FALSE
K-062	56	INJ	715	6002	FALSE
K-062	57	INJ	716	6000	FALSE
K-062	58	INJ	715	6001	FALSE
K-062	59	INJ	716	6002	FALSE
K-062	60	INJ	715	6000	FALSE
K-062	61	INJ	716	6001	FALSE
K-062	62	INJ	715	6002	FALSE
K-062	63	INJ	716	6000	FALSE
K-062	64	INJ	715	6001	FALSE
K-062	65	INJ	716	6002	FALSE
K-062	66	INJ	715	6000	FALSE
K-062	67	INJ	716	6001	FALSE
K-062	68	INJ	715	6002	FALSE
K-062	69	INJ	716	6000	FALSE
K-063	0	INJ	715	6000	FALSE
K-063	1	INJ	716	6001	FALSE
K-063	2	INJ	715	6002	FALSE
K-063	3	INJ	716	6000	FALSE
K-063	4	INJ	715	6001	FALSE
K-063	5	INJ	716	6002	FALSE
K-063	6	INJ	715	6000	FALSE
K-063	7	INJ	716	6001	FALSE
K-063	8	INJ	715	6002	FALSE
K-063	9	INJ	716	6000	FALSE
K-063	10	INJ	715	6001	FALSE
K-063	11	INJ	716	6002	FALSE
K-063	12	INJ	715	6000	FALSE
K-063	13	INJ	716	6001	FALSE
K-063	14	INJ	715	6002	FALSE
K-063	15	INJ	716	6000	FALSE
K-063	16	INJ	715	6001	FALSE
K-063	17	INJ	716	6002	FALSE
K-063	18	INJ	715	6000	FALSE
K-063	19	INJ	716	6001	FALSE
K-063	20	INJ	715	6002	FALSE
K-063	21	INJ	716	6000	FALSE
K-063	22	INJ	715	6001	FALSE
K-063	23	INJ	716	6002	FALSE
K-063	24	INJ	715	6000	FALSE
K-063	25	INJ	716	6001	FALSE
K-063	26	INJ	715	6002	FALSE
K-063	27	INJ	716	6000	FALSE
K-063	28	INJ	715	6001	FALSE
K-063	29	INJ	716	6002	FALSE
K-063	30	INJ	715	6000	FALSE
K-063	31	INJ	716	6001	FALSE
K-063	32	INJ	715	6002	FALSE
K-063	33	INJ	716	6000	FALSE
K-063	34	INJ	715	6001	FALSE
K-063	35	INJ	716	6002	FALSE
K-063	36	INJ	715	6000	FALSE
K-063	37	INJ	716	6001	FALSE
K-063	38	INJ	715	6002	FALSE
K-063	39	INJ	716	6000	FALSE
K-063	40	INJ	715	6001	FALSE
K-063	41	INJ	716	6002	FALSE
K-063	42	INJ	715	6000	FALSE
K-063	43	INJ	716	6001	FALSE
K-063	44	INJ	715	6002	FALSE
K-063	45	INJ	716	6000	FALSE
K-063	46	INJ	715	6001	FALSE
K-063	47	INJ	716	6002	FALSE
K-063	48	INJ	715	6000	FALSE
K-063	49	INJ	716	6001	FALSE
K-063	50	INJ	715	6002	FALSE
K-063	51	INJ	716	6000	FALSE
K-063	52	INJ	715	6001	FALSE
K-063	53	INJ	716	6002	FALSE
K-063	54	INJ	715	6000	FALSE
K-063	55	INJ	716	6001	FALSE
K-063	56	INJ	715	6002	FALSE
K-063	57	INJ	716	6000	FALSE
K-063	58	INJ	715	6001	FALSE
K-063	59	INJ	716	6002	FALSE
K-063	60	INJ	715	6000	FALSE
K-063	61	INJ	716	6001	FALSE
K-063	62	INJ	715	6002	FALSE
K-063	63	INJ	716	6000	FALSE
K-063	64	INJ	715	6001	FALSE
K-063	65	INJ	716	6002	FALSE
K-063	66	INJ	715	6000	FALSE
K-063	67	INJ	716	6001	FALSE
K-063	68	INJ	715	6002	FALSE
K-063	69	INJ	716	6000	FALSE
K-064	0	INJ	715	6000	FALSE
K-064	1	INJ	716	6001	FALSE
K-064	2	INJ	715	6002	FALSE
K-064	3	INJ	716	6000	FALSE
K-064	4	INJ	715	6001	FALSE
K-064	5	INJ	716	6002	FALSE
K-064	6	INJ	715	6000	FALSE
K-064	7	INJ	716	6001	FALSE
K-064	8	INJ	715	6002	FALSE
K-064	9	INJ	716	6000	FALSE
K-064	10	INJ	715	6001	FALSE
K-064	11	INJ	716	6002	FALSE
K-064	12	INJ	715	6000	FALSE
K-064	13	INJ	716	6001	FALSE
K-064	14	INJ	715	6002	FALSE
K-064	15	INJ	716	6000	FALSE
K-064	16	INJ	715	6001	FALSE
K-064	17	INJ	716	6002	FALSE
K-064	18	INJ	715	6000	FALSE
K-064	19	INJ	716	6001	FALSE
K-064	20	INJ	715	6002	FALSE
K-064	21	INJ	716	6000	FALSE
K-064	22	INJ	715	6001	FALSE
K-064	23	INJ	716	6002	FALSE
K-064	24	INJ	715	6000	FALSE
K-064	25	INJ	716	6001	FALSE
K-064	26	INJ	715	6002	FALSE
K-064	27	INJ	716	6000	FALSE
K-064	28	INJ	715	6001	FALSE
K-064	29	INJ	716	6002	FALSE
K-064	30	INJ	715	6000	FALSE
K-064	31	INJ	716	6001	FALSE
K-064	32	INJ	715	6002	FALSE
K-064	33	INJ	716	6000	FALSE
K-064	34	INJ	715	6001	FALSE
K-064	35	INJ	716	6002	FALSE
K-064	36	INJ	715	6000	FALSE
K-064	37	INJ	716	6001	FALSE
K-064	38	INJ	715	6002	FALSE
K-064	39	INJ	716	6000	FALSE
K-064	40	INJ	715	6001	FALSE
K-064	41	INJ	716	6002	FALSE
K-064	42	INJ	715	6000	FALSE
K-064	43	INJ	716	6001	FALSE
K-064	44	INJ	715	6002	FALSE
K-064	45	INJ	716	6000	FALSE
K-064	46	INJ	715	6001	FALSE
K-064	47	INJ	716	6002	FALSE
K-064	48	INJ	715	6000	FALSE
K-064	49	INJ	716	6001	FALSE
K-064	50	INJ	715	6002	FALSE
K-064	51	INJ	716	6000	FALSE
K-064	52	INJ	715	6001	FALSE
K-064	53	INJ	716	6002	FALSE
K-064	54	INJ	715	6000	FALSE
K-064	55	INJ	716	6001	FALSE
K-064	56	INJ	715	6002	FALSE
K-064	57	INJ	716	6000	FALSE
K-064	58	INJ	715	6001	FALSE
K-064	59	INJ	716	6002	FALSE
K-064	60	INJ	715	6000	FALSE
K-064	61	INJ	716	6001	FALSE
K-064	62	INJ	715	6002	FALSE
K-064	63	INJ	716	6000	FALSE
K-064	64	INJ	715	6001	FALSE
K-064	65	INJ	716	6002	FALSE
K-064	66	INJ	715	6000	FALSE
K-064	67	INJ	716	6001	FALSE
K-064	68	INJ	715	6002	FALSE
K-064	69	INJ	716	6000	FALSE
K-065	0	INJ	715	6000	FALSE
K-065	1	INJ	716	6001	FALSE
K-065	2	INJ	715	6002	FALSE
K-065	3	INJ	716	6000	FALSE
K-065	4	INJ	715	6001	FALSE
K-065	5	INJ	716	6002	FALSE
K-065	6	INJ	715	6000	FALSE
K-065	7	INJ	716	6001	FALSE
K-065	8	INJ	715	6002	FALSE
K-065	9	INJ	716	6000	FALSE
K-065	10	INJ	715	6001	FALSE
K-065	11	INJ	716	6002	FALSE
K-065	12	INJ	715	6000	FALSE
K-065	13	INJ	716	6001	FALSE
K-065	14	INJ	715	6002	FALSE
K-065	15	INJ	716	6000	FALSE
K-065	16	INJ	715	6001	FALSE
K-065	17	INJ	716	6002	FALSE
K-065	18	INJ	715	6000	FALSE
K-065	19	INJ	716	6001	FALSE
K-065	20	INJ	715	6002	FALSE
K-065	21	INJ	716	6000	FALSE
K-065	22	INJ	715	6001	FALSE
K-065	23	INJ	716	6002	FALSE
K-065	24	INJ	715	6000	FALSE
K-065	25	INJ	716	6001	FALSE
K-065	26	INJ	715	6002	FALSE
K-065	27	INJ	716	6000	FALSE
K-065	28	INJ	715	6001	FALSE
K-065	29	INJ	716	6002	FALSE
K-065	30	INJ	715	6000	FALSE
K-065	31	INJ	716	6001	FALSE
K-065	32	INJ	715	6002	FALSE
K-065	33	INJ	716	6000	FALSE
K-065	34	INJ	715	6001	FALSE
K-065	35	INJ	716	6002	FALSE
K-065	36	INJ	715	6000	FALSE
K-065	37	INJ	716	6001	FALSE
K-065	38	INJ	715	6002	FALSE
K-065	39	INJ	716	6000	FALSE
K-065	40	INJ	715	6001	FALSE
K-065	41	INJ	716	6002	FALSE
K-065	42	INJ	715	6000	FALSE
K-065	43	INJ	716	6001	FALSE
K-065	44	INJ	715	6002	FALSE
K-065	45	INJ	716	6000	FALSE
K-065	46	INJ	715	6001	FALSE
K-065	47	INJ	716	6002	FALSE
K-065	48	INJ	715	6000	FALSE
K-065	49	INJ	716	6001	FALSE
K-065	50	INJ	715	6002	FALSE
K-065	51	INJ	716	6000	FALSE
K-065	52	INJ	715	6001	FALSE
K-065	53	INJ	716	6002	FALSE
K-065	54	INJ	715	6000	FALSE
K-065	55	INJ	716	6001	FALSE
K-065	56	INJ	715	6002	FALSE
K-065	57	INJ	716	6000	FALSE
K-065	58	INJ	715	6001	FALSE
K-065	59	INJ	716	6002	FALSE
K-065	60	INJ	715	6000	FALSE
K-065	61	INJ	716	6001	FALSE
K-065	62	INJ	715	6002	FALSE
K-065	63	INJ	716	6000	FALSE
K-065	64	INJ	715	6001	FALSE
K-065	65	INJ	716	6002	FALSE
K-065	66	INJ	715	6000	FALSE
K-065	67	INJ	716	6001	FALSE
K-065	68	INJ	715	6002	FALSE
K-065	69	INJ	716	6000	FALSE
K-066	0	INJ	715	6000	FALSE
K-066	1	INJ	716	6001	FALSE
K-066	2	INJ	715	6002	FALSE
K-066	3	INJ	716	6000	FALSE
K-066	4	INJ	715	6001	FALSE
K-066	5	INJ	716	6002	FALSE
K-066	6	INJ	715	6000	FALSE
K-066	7	INJ	716	6001	FALSE
K-066	8	INJ	715	6002	FALSE
K-066	9	INJ	716	6000	FALSE
K-066	10	INJ	715	6001	FALSE
K-066	11	INJ	716	6002	FALSE
K-066	12	INJ	715	6000	FALSE
K-066	13	INJ	716	6001	FALSE
K-066	14	INJ	715	6002	FALSE
K-066	15	INJ	716	6000	FALSE
K-066	16	INJ	715	6001	FALSE
K-066	17	INJ	716	6002	FALSE
K-066	18	INJ	715	6000	FALSE
K-066	19	INJ	716	6001	FALSE
K-066	20	INJ	715	6002	FALSE
K-066	21	INJ	716	6000	FALSE
K-066	22	INJ	715	6001	FALSE
K-066	23	INJ	716	6002	FALSE
K-066	24	INJ	715	6000	FALSE
K-066	25	INJ	716	6001	FALSE
K-066	26	INJ	715	6002	FALSE
K-066	27	INJ	716	6000	FALSE
K-066	28	INJ	715	6001	FALSE
K-066	29	INJ	716	6002	FALSE
K-066	30	INJ	715	6000	FALSE
K-066	31	INJ	716	6001	FALSE
K-066	32	INJ	715	6002	FALSE
K-066	33	INJ	716	6000	FALSE
K-066	34	INJ	715	6001	FALSE
K-066	35	INJ	716	6002	FALSE
K-066	36	INJ	715	6000	FALSE
K-066	37	INJ	716	6001	FALSE
K-066	38	INJ	715	6002	FALSE
K-066	39	INJ	716	6000	FALSE
K-066	40	INJ	715	6001	FALSE
K-066	41	INJ	716	6002	FALSE
K-066	42	INJ	715	6000	FALSE
K-066	43	INJ	716	6001	FALSE
K-066	44	INJ	715	6002	FALSE
K-066	45	INJ	716	6000	FALSE
K-066	46	INJ	715	6001	FALSE
K-066	47	INJ	716	6002	FALSE
K-066	48	INJ	715	6000	FALSE
K-066	49	INJ	716	6001	FALSE
K-066	50	INJ	715	6002	FALSE
K-066	51	INJ	716	6000	FALSE
K-066	52	INJ	715	6001	FALSE
K-066	53	INJ	716	6002	FALSE
K-066	54	INJ	715	6000	FALSE
K-066	55	INJ	716	6001	FALSE
K-066	56	INJ	715	6002	FALSE
K-066	57	INJ	716	6000	FALSE
K-066	58	INJ	715	6001	FALSE
K-066	59	INJ	716	6002	FALSE
K-066	60	INJ	715	6000	FALSE
K-066	61	INJ	716	6001	FALSE
K-066	62	INJ	715	6002	FALSE
K-066	63	INJ	716	6000	FALSE
K-066	64	INJ	715	6001	FALSE
K-066	65	INJ	716	6002	FALSE
K-066	66	INJ	715	6000	FALSE
K-066	67	INJ	716	6001	FALSE
K-066	68	INJ	715	6002	FALSE
K-066	69	INJ	716	6000	FALSE
K-067	0	INJ	715	6000	FALSE
K-067	1	INJ	716	6001	FALSE
K-067	2	INJ	715	6002	FALSE
K-067	3	INJ	716	6000	FALSE
K-067	4	INJ	715	6001	FALSE
K-067	5	INJ	716	6002	FALSE
K-067	6	INJ	715	6000	FALSE
K-067	7	INJ	716	6001	FALSE
K-067	8	INJ	715	6002	FALSE
K-067	9	INJ	716	6000	FALSE
K-067	10	INJ	715	6001	FALSE
K-067	11	INJ	716	6002	FALSE
K-067	12	INJ	715	6000	FALSE
K-067	13	INJ	716	6001	FALSE
K-067	14	INJ	715	6002	FALSE
K-067	15	INJ	716	6000	FALSE
K-067	16	INJ	715	6001	FALSE
K-067	17	INJ	716	6002	FALSE
K-067	18	INJ	715	6000	FALSE
K-067	19	INJ	716	6001	FALSE
K-067	20	INJ	715	6002	FALSE
K-067	21	INJ	716	6000	FALSE
K-067	22	INJ	715	6001	FALSE
K-067	23	INJ	716	6002	FALSE
K-067	24	INJ	715	6000	FALSE
K-067	25	INJ	716	6001	FALSE
K-067	26	INJ	715	6002	FALSE
K-067	27	INJ	716	6000	FALSE
K-067	28	INJ	715	6001	FALSE
K-067	29	INJ	716	6002	FALSE
K-067	30	INJ	715	6000	FALSE
K-067	31	INJ	716	6001	FALSE
K-067	32	INJ	715	6002	FALSE
K-067	33	INJ	716	6000	FALSE
K-067	34	INJ	715	6001	FALSE
K-067	35	INJ	716	6002	FALSE
K-067	36	INJ	715	6000	FALSE
K-067	37	INJ	716	6001	FALSE
K-067	38	INJ	715	6002	FALSE
K-067	39	INJ	716	6000	FALSE
K-067	40	INJ	715	6001	FALSE
K-067	41	INJ	716	6002	FALSE
K-067	42	INJ	715	6000	FALSE
K-067	43	INJ	716	6001	FALSE
K-067	44	INJ	715	6002	FALSE
K-067	45	INJ	716	6000	FALSE
